# Sentinel-HFT Demo Dataset
# 1000 transactions with burst at 450-550
timestamp_ns,data,opcode,meta
21230961,0x0000000100000324,1,35
21279885,0x0000000100000325,1,163
21293075,0x0000000100000326,1,21
21329437,0x0000000100000327,1,148
21353675,0x0000000100000328,2,24
21372858,0x0000000100000329,1,84
21398204,0x000000010000032a,2,197
21445959,0x000000010000032b,1,163
21476974,0x000000010000032c,1,46
21521134,0x000000010000032d,1,86
21549166,0x000000010000032e,1,161
21570643,0x000000010000032f,1,119
21617071,0x0000000100000330,1,98
21652050,0x0000000100000331,2,91
21689334,0x0000000100000332,1,86
21724005,0x0000000100000333,1,147
21765037,0x0000000100000334,1,67
21794746,0x0000000100000335,2,46
21835090,0x0000000100000336,3,153
21872135,0x0000000100000337,3,152
21916868,0x0000000100000338,1,72
21943579,0x0000000100000339,1,175
21958760,0x000000010000033a,3,104
21974819,0x000000010000033b,1,58
21988196,0x000000010000033c,1,182
22037843,0x000000010000033d,1,28
22060174,0x000000010000033e,2,160
22106798,0x000000010000033f,1,63
22138619,0x0000000100000340,1,13
22162500,0x0000000100000341,3,199
22180188,0x0000000100000342,2,132
22206086,0x0000000100000343,1,190
22229488,0x0000000100000344,1,71
22275669,0x0000000100000345,1,82
22310616,0x0000000100000346,1,176
22344160,0x0000000100000347,1,102
22387767,0x0000000100000348,2,129
22404229,0x0000000100000349,2,194
22444997,0x000000010000034a,2,91
22468309,0x000000010000034b,1,115
22481305,0x000000010000034c,1,66
22500868,0x000000010000034d,1,151
22549143,0x000000010000034e,1,116
22578488,0x000000010000034f,1,94
22603562,0x0000000100000350,1,72
22646284,0x0000000100000351,1,185
22678406,0x0000000100000352,1,135
22720557,0x0000000100000353,1,197
22753637,0x0000000100000354,1,194
22799455,0x0000000100000355,1,148
22813304,0x0000000100000356,1,29
22826483,0x0000000100000357,2,115
22845493,0x0000000100000358,2,69
22859947,0x0000000100000359,2,12
22884281,0x000000010000035a,1,105
22898242,0x000000010000035b,1,180
22939909,0x000000010000035c,1,14
22950342,0x000000010000035d,1,115
22961118,0x000000010000035e,1,194
22989123,0x000000010000035f,1,83
23000246,0x0000000100000360,1,188
23038464,0x0000000100000361,2,55
23055477,0x0000000100000362,3,144
23075235,0x0000000100000363,1,168
23119736,0x0000000100000364,1,100
23147255,0x0000000100000365,2,30
23181703,0x0000000100000366,3,127
23228730,0x0000000100000367,1,188
23253531,0x0000000100000368,1,30
23265607,0x0000000100000369,1,107
23300325,0x000000010000036a,1,24
23310944,0x000000010000036b,2,31
23353702,0x000000010000036c,2,175
23385412,0x000000010000036d,1,34
23430025,0x000000010000036e,3,68
23453880,0x000000010000036f,3,187
23501024,0x0000000100000370,1,21
23515896,0x0000000100000371,1,81
23561484,0x0000000100000372,1,18
23583238,0x0000000100000373,3,90
23594264,0x0000000100000374,3,160
23613713,0x0000000100000375,2,192
23649815,0x0000000100000376,3,86
23670461,0x0000000100000377,1,155
23705964,0x0000000100000378,1,148
23737704,0x0000000100000379,1,199
23756875,0x000000010000037a,2,186
23772014,0x000000010000037b,1,98
23785533,0x000000010000037c,1,69
23800514,0x000000010000037d,1,167
23849547,0x000000010000037e,1,93
23861488,0x000000010000037f,1,125
23903640,0x0000000100000380,1,151
23938243,0x0000000100000381,1,184
23986638,0x0000000100000382,1,31
24015995,0x0000000100000383,2,192
24030812,0x0000000100000384,1,49
24065715,0x0000000100000385,2,172
24085825,0x0000000100000386,2,91
24119463,0x0000000100000387,1,11
24149665,0x0000000100000388,1,79
24166364,0x0000000100000389,1,57
24204608,0x000000010000038a,1,152
24248191,0x000000010000038b,1,16
24264064,0x000000010000038c,1,33
24313184,0x000000010000038d,1,93
24348430,0x000000010000038e,1,115
24383844,0x000000010000038f,2,195
24430513,0x0000000100000390,3,72
24477996,0x0000000100000391,1,185
24512947,0x0000000100000392,1,78
24542681,0x0000000100000393,1,47
24556827,0x0000000100000394,1,80
24594424,0x0000000100000395,1,29
24628090,0x0000000100000396,1,73
24670582,0x0000000100000397,1,60
24710588,0x0000000100000398,1,87
24721031,0x0000000100000399,3,95
24755927,0x000000010000039a,2,94
24794777,0x000000010000039b,1,176
24843731,0x000000010000039c,1,92
24893263,0x000000010000039d,3,61
24934655,0x000000010000039e,1,111
24965570,0x000000010000039f,1,187
25007748,0x00000001000003a0,3,72
25039105,0x00000001000003a1,1,110
25073026,0x00000001000003a2,1,154
25096120,0x00000001000003a3,1,149
25117911,0x00000001000003a4,1,150
25129674,0x00000001000003a5,3,128
25153413,0x00000001000003a6,1,84
25167945,0x00000001000003a7,2,114
25210667,0x00000001000003a8,1,87
25236528,0x00000001000003a9,1,49
25274258,0x00000001000003aa,2,28
25313688,0x00000001000003ab,3,132
25361845,0x00000001000003ac,1,139
25399258,0x00000001000003ad,1,102
25444444,0x00000001000003ae,1,31
25461611,0x00000001000003af,2,178
25494876,0x00000001000003b0,1,166
25507779,0x00000001000003b1,1,175
25543968,0x00000001000003b2,3,94
25582178,0x00000001000003b3,1,35
25609134,0x00000001000003b4,1,142
25655702,0x00000001000003b5,1,157
25680187,0x00000001000003b6,1,110
25720534,0x00000001000003b7,2,160
25763332,0x00000001000003b8,1,16
25804970,0x00000001000003b9,1,116
25820596,0x00000001000003ba,1,196
25839880,0x00000001000003bb,1,97
25879720,0x00000001000003bc,2,143
25921369,0x00000001000003bd,1,34
25960084,0x00000001000003be,2,125
25990984,0x00000001000003bf,1,21
26008526,0x00000001000003c0,1,97
26025693,0x00000001000003c1,1,52
26051678,0x00000001000003c2,1,151
26072172,0x00000001000003c3,1,119
26112453,0x00000001000003c4,1,113
26134541,0x00000001000003c5,1,178
26172861,0x00000001000003c6,1,198
26195792,0x00000001000003c7,1,119
26231274,0x00000001000003c8,1,64
26254760,0x00000001000003c9,1,190
26268860,0x00000001000003ca,1,147
26291112,0x00000001000003cb,1,60
26331098,0x00000001000003cc,1,181
26373176,0x00000001000003cd,1,173
26403715,0x00000001000003ce,1,166
26439440,0x00000001000003cf,1,99
26472507,0x00000001000003d0,2,168
26493813,0x00000001000003d1,2,190
26523306,0x00000001000003d2,3,161
26538860,0x00000001000003d3,1,90
26556584,0x00000001000003d4,1,39
26578580,0x00000001000003d5,1,46
26622057,0x00000001000003d6,1,162
26641092,0x00000001000003d7,1,118
26663265,0x00000001000003d8,1,147
26684618,0x00000001000003d9,1,135
26713547,0x00000001000003da,1,90
26753103,0x00000001000003db,1,101
26763731,0x00000001000003dc,1,59
26798893,0x00000001000003dd,3,139
26841331,0x00000001000003de,1,135
26878569,0x00000001000003df,2,123
26920596,0x00000001000003e0,1,154
26932618,0x00000001000003e1,2,66
26961760,0x00000001000003e2,1,67
27006992,0x00000001000003e3,1,127
27054062,0x00000001000003e4,2,136
27100088,0x00000001000003e5,1,156
27117572,0x00000001000003e6,1,149
27151614,0x00000001000003e7,1,20
27190539,0x00000001000003e8,1,118
